# Program:featureCounts v1.5.0-p1;
Geneid	Chr	Start	End	Strand	Length	s1	s2	s3	s4	s5	s6	s7	s8
ENSG00000223810.2	chr1	151921999	151923388	-	1390	0	0	0	0	0	0	0	0
ENSG00000197747.4	chr1;chr1;chr1;chr1;chr1;chr1	151955391;151956553;151957634;151958575;151964999;151966228	151955800;151956659;151957811;151958727;151965054;151966866	-;-;-;-;-;-	1543	5139	5237	5693	4849	4534	7441	7035	6037
ENSG00000229021.2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	151967007;151971184;151983349;151986499;151988151;151988482;151989376;151991103;151992713;151993646;151994078;151994913;152014061	151967082;151971297;151983458;151986607;151988208;151988551;151991004;151991313;151992815;151993860;151994228;151994985;152015250	+;+;+;+;+;+;+;+;+;+;+;+;+	4109	3	0	0	0	1	1	0	0
ENSG00000240667.1	chr1;chr1;chr1;chr1	151991138;151992713;151993640;151994912	151991315;151992812;151993856;151994984	+;+;+;+	568	0	0	0	0	0	0	0	0
ENSG00000163191.5	chr1;chr1;chr1;chr1	152004982;152006124;152009389;152020298	152005299;152006276;152009511;152020383	-;-;-;-	680	4651	4397	5410	5009	5966	3951	4330	3425
ENSG00000232678.2	chr1	152050428	152050687	+	260	0	0	0	0	0	1	0	0
ENSG00000182898.3	chr1;chr1;chr1	152056620;152060482;152061496	152060019;152060639;152061540	-;-;-	3603	0	0	0	0	0	0	0	0
ENSG00000159450.8	chr1;chr1	152078793;152086419	152085554;152086556	-;-	6900	4	4	4	3	2	2	1	3
ENSG00000226716.1	chr1;chr1	152095010;152096876	152095132;152097541	+;+	789	0	0	0	0	0	0	0	0
ENSG00000233792.2	chr1	152096914	152097556	-	643	0	0	0	0	0	0	1	0
ENSG00000215853.3	chr1;chr1;chr1	152126071;152130228;152131660	152129436;152130385;152131704	-;-;-	3569	0	0	0	0	0	0	0	0
ENSG00000237975.2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	152140601;152161827;152221371;152224129;152241893;152274230;152285935;152287100;152305059;152307815;152309544;152310465;152313563;152336463	152140896;152161984;152221488;152224234;152243570;152274309;152286514;152287433;152305224;152307915;152309570;152310565;152313686;152339163	+;+;+;+;+;+;+;+;+;+;+;+;+;+	6570	5	5	16	9	6	1	4	5
ENSG00000236427.1	chr1;chr1	152178334;152179335	152178531;152179533	+;+	397	0	0	1	0	0	0	0	0
ENSG00000197915.5	chr1;chr1;chr1	152184558;152195592;152196619	152193966;152195754;152196669	-;-;-	9623	0	0	0	0	0	0	0	0
ENSG00000143631.10	chr1;chr1;chr1	152274651;152287795;152297665	152287223;152287953;152297679	-;-;-	12747	0	0	0	0	0	0	0	0
ENSG00000143520.6	chr1;chr1;chr1	152321211;152331223;152332432	152330123;152331382;152332482	-;-;-	9124	0	0	0	0	0	0	0	0
ENSG00000227415.1	chr1;chr1	152346430;152417320	152346523;152417932	+;+	707	0	0	0	0	0	0	0	0
ENSG00000183586.8	chr1	152372053	152372245	+	193	0	0	0	0	0	0	0	0
ENSG00000143536.7	chr1;chr1;chr1	152381719;152384572;152386690	152383419;152384722;152386739	-;-;-	1902	0	0	0	0	0	0	0	0
ENSG00000186207.4	chr1;chr1	152483320;152483990	152483474;152484653	+;+	819	0	0	0	0	0	0	0	0
ENSG00000169509.5	chr1;chr1	152486978;152487838	152487028;152488486	+;+	700	0	0	0	0	1	0	0	0
ENSG00000185966.3	chr1;chr1	152538130;152539214	152538705;152539248	-;-	611	0	0	0	0	0	0	0	0
ENSG00000163202.4	chr1;chr1	152551857;152552945	152552433;152552980	-;-	613	0	0	0	0	0	0	0	0
ENSG00000244057.2	chr1	152573138	152573562	+	425	0	0	0	0	0	0	0	0
ENSG00000187238.5	chr1	152586287	152586574	+	288	0	0	0	0	0	0	0	0
ENSG00000185962.1	chr1	152595310	152595579	-	270	0	0	0	0	0	0	0	0
ENSG00000226947.1	chr1	152616869	152617193	-	325	0	0	0	0	0	0	0	0
ENSG00000176075.6	chr1;chr1;chr1	152627953;152628787;152629075	152628023;152628814;152629280	+;+;+	305	0	0	0	0	0	0	0	0
ENSG00000187223.3	chr1;chr1	152635872;152636561	152635905;152637135	+;+	609	0	0	0	0	0	0	0	0
ENSG00000159455.7	chr1;chr1;chr1	152647771;152658599;152659300	152647804;152658632;152659877	+;+;+	646	0	0	0	0	0	0	0	0
ENSG00000187180.3	chr1;chr1	152647771;152648471	152647804;152649050	+;+	614	0	0	0	0	0	0	0	0
ENSG00000187173.3	chr1;chr1	152670840;152671358	152670870;152671918	+;+	592	0	0	0	0	0	0	0	0
ENSG00000187170.4	chr1;chr1	152680636;152681523	152680870;152681967	+;+	680	0	0	0	0	0	0	0	0
ENSG00000198854.4	chr1	152691998	152692905	+	908	0	0	0	0	0	0	0	0
ENSG00000229713.1	chr1	152709994	152710344	+	351	0	0	0	0	0	0	0	0
ENSG00000233819.1	chr1	152716775	152717082	+	308	0	0	0	0	0	0	0	0
ENSG00000203786.5	chr1;chr1	152730506;152732037	152730535;152734529	+;+	2523	0	0	0	0	0	0	0	0
ENSG00000240386.2	chr1	152748848	152749445	+	598	0	0	0	0	0	0	0	0
ENSG00000186226.7	chr1;chr1	152758690;152759754	152758839;152760902	+;+	1299	0	0	0	1	0	1	0	0
ENSG00000172155.7	chr1;chr1	152769227;152770249	152769247;152770657	+;+	430	0	0	0	0	0	0	0	0
ENSG00000197084.4	chr1;chr1	152777311;152779077	152777974;152779107	-;-	695	0	0	0	0	0	0	0	1
ENSG00000196734.6	chr1	152784447	152785585	+	1139	0	0	0	0	0	0	0	0
ENSG00000186844.4	chr1	152799949	152800573	+	625	0	0	0	0	0	0	0	0
ENSG00000235942.2	chr1;chr1	152815344;152815976	152815487;152816459	+;+	628	0	0	0	0	0	0	0	0
ENSG00000163206.5	chr1;chr1	152850793;152856879	152850922;152857523	+;+	775	0	0	0	0	0	0	0	0
ENSG00000163207.5	chr1;chr1	152881021;152882255	152881065;152884362	+;+	2153	0	0	0	0	0	0	0	0
ENSG00000224308.1	chr1;chr1	152902516;152921462	152904287;152921686	-;-	1997	0	0	0	0	0	0	0	0
ENSG00000184148.3	chr1;chr1	152943142;152944347	152943170;152945050	+;+	733	0	0	0	0	0	0	0	0
ENSG00000169474.3	chr1;chr1	152956557;152957688	152956601;152958289	+;+	647	0	1	0	0	0	1	0	0
ENSG00000163209.10	chr1;chr1;chr1;chr1	152974223;152974422;152975079;152975478	152974269;152974876;152975162;152976332	+;+;+;+	1441	5	8	2	1	1	1	0	0
ENSG00000252920.1	chr1	152984958	152985090	-	133	0	0	0	0	0	0	0	0
ENSG00000234262.1	chr1	152996438	152996736	+	299	0	0	0	0	0	0	0	0
ENSG00000169469.7	chr1;chr1	153003678;153004803	153003723;153005376	+;+	620	12	26	7	2	4	0	1	0
ENSG00000163216.6	chr1;chr1;chr1;chr1	153012201;153013143;153013554;153014146	153012841;153013255;153013594;153014407	-;-;-;-	1057	0	0	0	0	0	0	0	0
ENSG00000241794.1	chr1;chr1	153028589;153029947	153029230;153030013	-;-	709	5	2	1	0	3	0	0	0
ENSG00000196805.6	chr1;chr1;chr1	153042700;153044041;153113903	153043334;153044084;153113927	-;-;-	704	0	0	0	0	0	0	0	0
ENSG00000203785.4	chr1;chr1;chr1	153065611;153066960;153078605	153066246;153067001;153078660	-;-;-	734	0	0	1	0	0	0	0	0
ENSG00000244094.1	chr1;chr1	153084590;153085950	153085228;153085991	-;-	681	0	1	0	0	0	0	0	0
ENSG00000229035.2	chr1	153112967	153113185	-	219	0	0	0	0	0	0	0	0
ENSG00000159516.8	chr1;chr1	153122058;153123328	153122607;153123345	-;-	568	0	0	0	0	0	0	0	0
ENSG00000229699.1	chr1;chr1;chr1	153146994;153148589;153162555	153147121;153149116;153164152	+;+;+	2254	0	0	0	0	0	0	0	0
ENSG00000203784.2	chr1;chr1	153175919;153177163	153176007;153177596	+;+	523	0	0	0	0	0	0	0	0
ENSG00000203783.4	chr1;chr1	153190060;153190601	153190095;153191793	+;+	1229	0	0	0	0	0	0	0	0
ENSG00000230779.1	chr1	153197556	153198482	+	927	0	0	0	0	0	0	0	0
ENSG00000203782.5	chr1;chr1	153232176;153233403	153232209;153234598	+;+	1230	2	0	0	0	0	0	0	0
ENSG00000159527.3	chr1;chr1;chr1;chr1;chr1;chr1;chr1	153270338;153271589;153274885;153276333;153277423;153279542;153283087	153270610;153271707;153275083;153276485;153277541;153279743;153283194	-;-;-;-;-;-;-	1173	7	1	5	4	4	3	3	2
ENSG00000163218.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	153302596;153309657;153312857;153314103;153315566;153317501;153318578;153320360;153321004	153303421;153309775;153313055;153314255;153315684;153317858;153318667;153320454;153321316	-;-;-;-;-;-;-;-;-	2272	1	0	5	4	2	8	5	7
ENSG00000207321.1	chr1	153304098	153304204	+	107	0	0	0	0	0	0	0	0
ENSG00000163220.10	chr1;chr1;chr1	153330330;153330745;153333120	153330357;153330909;153333503	+;+;+	577	5453	7500	5380	2191	14135	3223	3814	1888
ENSG00000163221.7	chr1;chr1;chr1	153346184;153346931;153348028	153346443;153347088;153348125	-;-;-	516	294	393	390	106	1032	80	127	40
ENSG00000237008.2	chr1;chr1	153352297;153352933	153352643;153353275	-;-	690	0	0	0	0	0	0	0	0
ENSG00000143546.5	chr1;chr1	153362508;153362871	153362719;153363664	-;-	1006	2528	3982	3236	949	9304	1278	1525	628
ENSG00000224784.2	chr1	153369067	153369247	-	181	0	0	0	0	0	0	0	0
ENSG00000184330.7	chr1;chr1;chr1;chr1	153389000;153389699;153390420;153391621	153389039;153389754;153390699;153395701	+;+;+;+	4457	0	1	0	0	0	0	2	1
ENSG00000203781.4	chr1;chr1	153399496;153400752	153399644;153400877	-;-	275	0	0	0	0	0	0	0	0
ENSG00000197364.6	chr1;chr1;chr1	153409534;153410665;153412410	153409698;153410822;153412425	-;-;-	339	0	0	0	0	0	0	0	0
ENSG00000143556.4	chr1;chr1;chr1;chr1	153430220;153431349;153432294;153433084	153430446;153431506;153432350;153433177	-;-;-;-	536	6	1	0	3	0	104	220	70
ENSG00000263841.1	chr1	153472943	153473240	-	298	0	0	0	0	1	0	0	0
ENSG00000238279.1	chr1;chr1	153506079;153507380	153506397;153507591	+;+	531	0	3	0	0	2	2	4	2
ENSG00000197956.5	chr1;chr1;chr1	153507075;153507569;153508265	153507306;153507851;153508720	-;-;-	971	18465	18609	21699	21933	22309	22728	18473	19671
ENSG00000196420.3	chr1;chr1;chr1;chr1;chr1	153509623;153512530;153513097;153513861;153514061	153509912;153512681;153513170;153513947;153514241	-;-;-;-;-	784	0	0	2	0	2	0	2	0
ENSG00000196154.7	chr1;chr1;chr1;chr1;chr1	153516089;153517130;153517946;153518229;153522541	153516415;153517573;153517994;153518361;153522612	-;-;-;-;-	1025	863	783	700	513	692	1332	1277	1173
ENSG00000188015.5	chr1;chr1;chr1;chr1	153519805;153520821;153521504;153521657	153520322;153520966;153521602;153521848	-;-;-;-	955	30	36	19	30	33	38	30	17
ENSG00000196754.6	chr1;chr1;chr1;chr1;chr1;chr1	153533584;153535891;153536210;153537982;153539178;153540320	153534067;153536012;153536709;153538341;153539231;153540366	-;-;-;-;-;-	1567	56	53	35	46	54	14	14	11
ENSG00000188643.6	chr1;chr1;chr1;chr1;chr1	153579362;153580475;153580750;153581375;153585428	153580194;153580653;153580798;153581820;153585621	-;-;-;-;-	1701	2589	2351	3424	3297	3263	2079	1977	2135
ENSG00000189334.4	chr1;chr1;chr1;chr1;chr1;chr1	153586731;153587711;153588305;153588709;153588771;153589329	153587498;153587857;153588414;153588765;153588831;153589462	-;-;-;-;-;-	1277	2227	2173	4066	4826	3720	2595	1972	2700
ENSG00000189171.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1	153591263;153598796;153600597;153602926;153603487;153604510;153606434	153591514;153600074;153600724;153603132;153603836;153604716;153606568	-;-;-;-;-;-;-	2558	256	166	271	236	220	337	342	336
ENSG00000271853.1	chr1;chr1;chr1;chr1;chr1;chr1;chr1	153598808;153599959;153600597;153603487;153604510;153606434;153606719	153599009;153600074;153600713;153603587;153604716;153606587;153606816	-;-;-;-;-;-;-	995	0	0	0	0	1	0	0	0
ENSG00000160678.7	chr1;chr1;chr1	153600402;153600860;153603988	153600624;153603138;153604513	+;+;+	3028	5	3	5	4	3	1	4	0
ENSG00000272030.1	chr1;chr1;chr1;chr1;chr1	153603914;153604510;153605512;153606434;153606690	153604301;153604716;153605633;153606586;153606873	-;-;-;-;-	1054	15	18	22	24	18	20	30	14
ENSG00000160679.8	chr1;chr1;chr1;chr1	153606525;153609048;153614719;153617540	153606819;153610924;153616861;153618782	+;+;+;+	5558	849	697	872	973	696	815	874	768
ENSG00000143553.6	chr1;chr1	153631130;153633676	153632042;153634306	+;+	1544	217	150	205	223	205	248	249	212
ENSG00000143621.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	153634512;153635181;153635495;153636519;153636872;153637696;153638139;153639759;153640476;153640929;153642312;153642647;153643394	153635032;153635271;153635752;153636606;153636950;153637812;153638204;153640133;153640553;153641052;153642354;153642708;153643524	-;-;-;-;-;-;-;-;-;-;-;-;-	2033	1964	1470	1387	1768	1373	1369	1632	1473
ENSG00000169418.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	153651113;153652977;153653277;153653656;153654025;153654974;153655852;153656216;153657440;153658282;153658599;153659122;153659492;153659676;153660110;153660529;153661200;153661664;153661929;153662282;153662760;153665582	153652305;153653176;153653505;153653769;153654315;153655065;153655987;153656300;153657560;153658356;153658676;153659226;153659563;153659832;153660265;153660697;153661575;153661787;153661997;153662456;153662858;153666468	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5003	105	82	87	144	92	95	100	88
ENSG00000242565.2	chr1	153676564	153676859	+	296	0	0	0	0	0	0	0	0
ENSG00000235015.1	chr1;chr1	153689779;153690592	153690298;153690823	-;-	752	0	0	0	0	0	0	0	0
ENSG00000199565.1	chr1	153698728	153698829	-	102	0	0	0	0	0	0	0	0
ENSG00000143624.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	153700543;153713127;153713761;153719433;153723330;153724553;153726177;153727118;153730048;153732002;153732150;153735204;153735709;153736308;153736594;153737166;153737420;153738951;153741369;153742245;153742674;153743161;153744272;153744816;153745401;153745669	153701260;153713210;153713844;153721231;153723715;153724884;153726294;153727215;153730239;153732089;153734152;153735323;153735838;153736362;153736697;153737210;153737539;153740303;153741437;153742320;153742787;153743209;153744439;153745187;153745557;153746555	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9721	823	707	856	1225	708	865	942	807
ENSG00000243613.1	chr1;chr1	153719327;153723623	153719480;153723703	-;-	235	0	0	0	0	0	0	0	0
ENSG00000233222.2	chr1;chr1	153723459;153724546	153723667;153724652	-;-	316	0	0	0	1	0	0	0	0
ENSG00000238511.1	chr1	153726600	153726703	-	104	0	0	0	0	0	0	0	0
ENSG00000143554.9	chr1;chr1	153746830;153749538	153749203;153752633	+;+	5470	188	160	326	348	263	394	385	322
ENSG00000207039.1	chr1	153758196	153758297	-	102	0	0	0	0	0	0	0	0
ENSG00000231827.2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	153767649;153768684;153768912;153771969;153772183;153772489;153772954;153773635;153773883;153774195;153774489	153768198;153768822;153769041;153772093;153772348;153772654;153773188;153773818;153774069;153774273;153774567	+;+;+;+;+;+;+;+;+;+;+	2040	0	1	0	0	0	0	0	1
ENSG00000143614.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	153777201;153784207;153784498;153785726;153788749;153789848;153790516;153791267;153792082;153800489;153895209	153782786;153784324;153784608;153785928;153789064;153790018;153790647;153791398;153792211;153800824;153895451	-;-;-;-;-;-;-;-;-;-;-	7478	426	343	318	377	250	229	303	179
ENSG00000223599.1	chr1	153824582	153825890	-	1309	1	0	2	1	0	1	3	0
ENSG00000236327.2	chr1	153863071	153863341	+	271	0	0	0	0	0	0	0	0
ENSG00000198837.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	153901977;153903015;153904652;153905959;153906611;153907236;153908309;153909018;153909964;153910200;153911376;153912064;153912907;153913371;153913850;153914345;153915354;153916534;153917611;153918777	153902918;153903540;153905795;153906347;153906778;153907440;153908664;153909224;153910090;153910339;153911521;153912732;153913128;153913765;153913916;153915101;153915606;153916873;153917745;153919172	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7584	820	620	595	805	599	668	808	516
ENSG00000160741.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	153920145;153920934;153921310;153921591;153923736;153924873;153925047;153925742;153926014;153926731;153927349;153930537;153930622;153930821	153920805;153921120;153921376;153921860;153924738;153924972;153925438;153925845;153926082;153926792;153927642;153930599;153930680;153931101	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3612	488	380	525	564	475	639	697	501
ENSG00000143570.13	chr1;chr1;chr1;chr1;chr1;chr1	153931575;153934696;153935005;153935971;153936073;153939862	153933230;153934826;153935951;153936048;153936179;153940188	-;-;-;-;-;-	3246	1226	982	1148	1356	1225	1004	1086	783
ENSG00000273026.1	chr1	153938992	153939406	+	415	5	2	4	5	2	4	7	9
ENSG00000143578.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	153940010;153940713;153940998;153942112;153945220;153945671;153945856;153946096;153946348	153940660;153940837;153941934;153942229;153945556;153945739;153945940;153946192;153946839	+;+;+;+;+;+;+;+;+	2911	131	92	158	187	105	216	203	220
ENSG00000143543.10	chr1;chr1;chr1;chr1	153946745;153948293;153949169;153949646	153947311;153948381;153949489;153950164	-;-;-;-	1496	1123	947	1290	1564	1335	1730	1584	1683
ENSG00000272654.1	chr1	153950219	153951636	+	1418	8	4	10	7	6	6	11	4
ENSG00000143545.4	chr1;chr1;chr1;chr1	153954127;153957197;153957460;153958493	153956057;153957257;153957838;153958834	-;-;-;-	2713	929	733	862	1011	834	953	1181	793
ENSG00000177954.7	chr1;chr1;chr1	153963235;153963591;153964541	153963510;153964174;153964626	+;+;+	946	5722	4093	5607	5206	4229	6199	7091	8582
ENSG00000143552.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	153965161;153965491;153967552;153973332;153974211;153982448;153984720;153991409;153994602;153995598;153998018;153999982;154002372;154018545;154018765;154026704;154027246;154029291;154030565;154031041;154033016;154033418;154034062;154042749;154061897;154067411;154072474;154076488;154090201;154091147;154098799;154099787;154101753;154108290;154110582;154112278;154113907;154115922;154125212;154127318	153965411;153965565;153967656;153973536;153974461;153982597;153984846;153991545;153994819;153995773;153998192;154000073;154002530;154018676;154018845;154026883;154027308;154029423;154030692;154031169;154033117;154033522;154034150;154042941;154062070;154067632;154072619;154076686;154090356;154091284;154098939;154099893;154101821;154108448;154110714;154112428;154114000;154116053;154125348;154127592	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5889	0	0	1	4	0	0	2	1
ENSG00000231416.1	chr1	153968108	153968436	+	329	1	0	0	0	1	0	3	1
ENSG00000252669.1	chr1	153970517	153970627	-	111	0	0	0	0	0	0	0	0
ENSG00000200220.1	chr1	154012392	154012498	-	107	0	0	0	0	0	0	0	0
ENSG00000231837.2	chr1;chr1	154051342;154051897	154051405;154052439	+;+	607	0	0	0	0	0	0	0	0
ENSG00000263987.1	chr1	154076997	154077068	-	72	0	0	0	0	0	0	0	0
ENSG00000143549.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	154127784;154131085;154139941;154141781;154142128;154143125;154145560;154148591;154150590;154155464;154156085;154159736;154163662;154164105;154164378;154166813	154130197;154131524;154140416;154141859;154142945;154145454;154145677;154148724;154150659;154155703;154156292;154159918;154163787;154164209;154164687;154167124	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8363	5028	4493	4976	5222	4749	3778	3951	3331
ENSG00000264384.1	chr1	154138723	154139025	-	303	1	0	0	3	1	0	0	0
ENSG00000215938.1	chr1	154166141	154166219	-	79	0	0	0	0	0	0	0	0
ENSG00000163263.6	chr1;chr1;chr1;chr1	154171848;154172935;154178074;154178751	154172004;154173064;154178114;154178809	-;-;-;-	387	0	0	2	0	0	1	0	0
ENSG00000143612.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	154179182;154180957;154184210;154184933;154185658;154186369;154186933;154192312;154192818	154180124;154180993;154184854;154185206;154185779;154186422;154187050;154192413;154193104	-;-;-;-;-;-;-;-;-	2582	1819	1511	1735	1867	1737	1480	1500	1360
ENSG00000143569.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	154192655;154193325;154193804;154197558;154199758;154201091;154207067;154207672;154209042;154209500;154213989;154215406;154218680;154221715;154223517;154223957;154226376;154227123;154227628;154228159;154229539;154229821;154231107;154232212;154233368;154234068;154235579;154238928;154241233;154242676;154243357	154192720;154193516;154193872;154197689;154199835;154201201;154207268;154207770;154209087;154209612;154214041;154215778;154218855;154221913;154223794;154224129;154226565;154227366;154227802;154228231;154229734;154230322;154231506;154232505;154233585;154234175;154235981;154239044;154242171;154243329;154243986	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7503	1165	1004	969	1259	890	769	1028	620
ENSG00000252817.1	chr1	154226921	154226997	+	77	1	0	1	2	3	2	3	1
ENSG00000201129.1	chr1	154232203	154232338	+	136	0	0	0	0	0	0	0	0
ENSG00000143575.10	chr1;chr1;chr1;chr1	154244987;154245344;154247426;154248092	154245252;154246437;154247960;154248351	+;+;+;+	2155	703	602	746	717	680	800	804	762
ENSG00000252682.1	chr1	154260936	154261003	+	68	0	0	0	0	0	0	0	0
ENSG00000212292.1	chr1	154267979	154268077	+	99	0	0	0	0	0	0	0	0
ENSG00000222457.1	chr1	154270126	154270224	+	99	0	0	0	0	0	0	0	0
ENSG00000143595.8	chr1;chr1;chr1;chr1;chr1	154293566;154294409;154295458;154295717;154296065	154293736;154294535;154295595;154295835;154297801	+;+;+;+;+	2292	0	0	3	2	3	1	0	0
ENSG00000143515.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	154298029;154300276;154300581;154301275;154302872;154303291;154303524;154303920;154304430;154305094;154306583;154306979;154309824;154313013;154313330;154313643;154314956;154315272;154315589;154315929;154316369;154316619;154316871;154317117;154317447;154317798;154318276;154318707;154319091;154320884;154321316	154298178;154300337;154300648;154301551;154303178;154303404;154303622;154304154;154304500;154305173;154306741;154307067;154310322;154313019;154313538;154314264;154314999;154315437;154315777;154316044;154316533;154316730;154316976;154317261;154317630;154318021;154318359;154318952;154319234;154321014;154323783	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7572	1156	895	582	813	549	425	617	304
ENSG00000238365.1	chr1	154311219	154311278	+	60	0	1	0	1	0	0	0	0
ENSG00000237920.2	chr1;chr1;chr1	154349442;154350429;154351630	154349486;154350580;154351749	-;-;-	317	0	0	0	0	0	0	0	0
ENSG00000226855.1	chr1	154350683	154351565	-	883	0	0	0	0	0	0	0	0
ENSG00000228013.1	chr1;chr1	154374804;154378915	154376433;154379040	-;-	1756	2	2	4	0	4	1	4	0
ENSG00000160712.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	154377669;154401672;154402959;154406995;154407466;154408445;154417523;154420601;154422387;154426585;154437610	154378190;154401920;154403082;154407176;154407632;154408586;154417570;154420647;154422456;154427059;154441926	+;+;+;+;+;+;+;+;+;+;+	6343	1078	1097	537	653	793	439	471	322
ENSG00000228264.1	chr1	154386845	154387613	-	769	0	0	0	0	1	0	1	0
ENSG00000169291.5	chr1;chr1;chr1;chr1;chr1;chr1	154442248;154451957;154459003;154461527;154471588;154473912	154442838;154458538;154459159;154461832;154471714;154474589	-;-;-;-;-;-	8441	188	139	139	220	152	86	85	47
ENSG00000273110.1	chr1;chr1	154452488;154453344	154452534;154453977	+;+	681	0	1	0	1	1	0	1	0
ENSG00000163239.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	154474695;154479353;154479717;154480899;154492780;154493799;154507017;154514387;154515207;154516439;154516848;154517271;154519885	154475505;154479381;154479796;154480957;154492850;154493955;154507080;154514542;154515297;154516586;154516993;154517425;154520623	+;+;+;+;+;+;+;+;+;+;+;+;+	2706	16	10	39	28	27	44	29	33
ENSG00000160714.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	154521053;154523414;154523699;154524227;154524397;154524858;154525508;154527211;154527904;154528336;154530703;154531384	154522945;154523480;154523968;154524333;154524851;154525296;154525648;154527261;154528008;154528440;154531109;154531504	-;-;-;-;-;-;-;-;-;-;-;-	4161	954	728	857	893	784	857	905	729
ENSG00000229780.1	chr1;chr1	154526085;154527126	154526148;154527493	+;+	432	0	0	0	0	0	0	0	0
ENSG00000160716.4	chr1;chr1;chr1;chr1;chr1;chr1	154540257;154541938;154542268;154542734;154543665;154548238	154540584;154542083;154542312;154542843;154544637;154552502	+;+;+;+;+;+	5867	3	1	1	1	1	2	1	1
ENSG00000233875.1	chr1;chr1	154551541;154552093	154551814;154552139	-;-	321	0	1	0	0	0	0	1	0
ENSG00000160710.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	154554538;154557693;154558123;154558469;154560601;154561845;154562233;154562660;154569281;154569599;154570304;154570878;154572653;154580468;154581227;154600331	154557519;154557894;154558341;154558839;154561149;154561938;154562404;154562885;154569471;154569743;154570452;154571061;154575102;154580682;154581288;154600475	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8356	4864	4308	2857	4570	3927	2274	2420	2130
ENSG00000268141.1	chr1;chr1	154585067;154585184	154585080;154585190	+;+	21	0	0	0	0	0	0	0	0
ENSG00000143603.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	154669931;154685940;154687352;154698392;154705479;154744451;154794565;154832171;154840425;154841508	154680748;154686009;154687479;154698502;154705620;154744869;154794660;154832319;154840795;154842756	-;-;-;-;-;-;-;-;-;-	13553	436	426	348	288	276	242	283	188
